the first song,the second song,word1,word2,result
Sun Hands,Permanently Lonely,sun,permanently,0
Sun Hands,Permanently Lonely,sun,lonely,0
Sun Hands,Permanently Lonely,hands,permanently,0
Sun Hands,Permanently Lonely,hands,lonely,0
Sun Hands,Permanently Lonely,gorilla,permanently,0
Sun Hands,Permanently Lonely,gorilla,lonely,0
Sun Hands,Permanently Lonely,manor,permanently,0
Sun Hands,Permanently Lonely,manor,lonely,0
Sun Hands,Danger Bird (Album Version),sun,danger,0.14285714285714285
Sun Hands,Danger Bird (Album Version),sun,bird,0.4444444444444444
Sun Hands,Danger Bird (Album Version),sun,album,0.5
Sun Hands,Danger Bird (Album Version),sun,version,0.125
Sun Hands,Danger Bird (Album Version),hands,danger,0.26666666666666666
Sun Hands,Danger Bird (Album Version),hands,bird,0.10526315789473684
Sun Hands,Danger Bird (Album Version),hands,album,0.11764705882352941
Sun Hands,Danger Bird (Album Version),hands,version,0.23529411764705882
Sun Hands,Danger Bird (Album Version),gorilla,danger,0.09090909090909091
Sun Hands,Danger Bird (Album Version),gorilla,bird,0.6923076923076923
Sun Hands,Danger Bird (Album Version),gorilla,album,0.3333333333333333
Sun Hands,Danger Bird (Album Version),gorilla,version,0.08333333333333333
Sun Hands,Danger Bird (Album Version),manor,danger,0.125
Sun Hands,Danger Bird (Album Version),manor,bird,0.4
Sun Hands,Danger Bird (Album Version),manor,album,0.5555555555555556
Sun Hands,Danger Bird (Album Version),manor,version,0.1111111111111111
Sun Hands,Holy Is Thy Name,sun,name,0.14285714285714285
Sun Hands,Holy Is Thy Name,sun,holy,0.4
Sun Hands,Holy Is Thy Name,sun,hallelujah,0.11764705882352941
Sun Hands,Holy Is Thy Name,sun,live,0
Sun Hands,Holy Is Thy Name,hands,name,0.26666666666666666
Sun Hands,Holy Is Thy Name,hands,holy,0.125
Sun Hands,Holy Is Thy Name,hands,hallelujah,0.5263157894736842
Sun Hands,Holy Is Thy Name,hands,live,0
Sun Hands,Holy Is Thy Name,gorilla,name,0.09090909090909091
Sun Hands,Holy Is Thy Name,gorilla,holy,0.2608695652173913
Sun Hands,Holy Is Thy Name,gorilla,hallelujah,0.08
Sun Hands,Holy Is Thy Name,gorilla,live,0
Sun Hands,Holy Is Thy Name,manor,name,0.125
Sun Hands,Holy Is Thy Name,manor,holy,0.35294117647058826
Sun Hands,Holy Is Thy Name,manor,hallelujah,0.10526315789473684
Sun Hands,Holy Is Thy Name,manor,live,0
Sun Hands,Jump (For My Love),sun,love,0.13333333333333333
Sun Hands,Jump (For My Love),sun,jump,0.125
Sun Hands,Jump (For My Love),sun,party,0.14285714285714285
Sun Hands,Jump (For My Love),sun,started,0
Sun Hands,Jump (For My Love),sun,essential,0.3333333333333333
Sun Hands,Jump (For My Love),sun,pop,0.36363636363636365
Sun Hands,Jump (For My Love),sun,dance,0.5
Sun Hands,Jump (For My Love),sun,anthems,0.125
Sun Hands,Jump (For My Love),sun,get,0.09523809523809523
Sun Hands,Jump (For My Love),hands,love,0.25
Sun Hands,Jump (For My Love),hands,jump,0.47058823529411764
Sun Hands,Jump (For My Love),hands,party,0.26666666666666666
Sun Hands,Jump (For My Love),hands,started,0
Sun Hands,Jump (For My Love),hands,essential,0.15384615384615385
Sun Hands,Jump (For My Love),hands,pop,0.1
Sun Hands,Jump (For My Love),hands,dance,0.11764705882352941
Sun Hands,Jump (For My Love),hands,anthems,0.23529411764705882
Sun Hands,Jump (For My Love),hands,get,0.43478260869565216
Sun Hands,Jump (For My Love),gorilla,love,0.08695652173913043
Sun Hands,Jump (For My Love),gorilla,jump,0.08333333333333333
Sun Hands,Jump (For My Love),gorilla,party,0.09090909090909091
Sun Hands,Jump (For My Love),gorilla,started,0
Sun Hands,Jump (For My Love),gorilla,essential,0.2
Sun Hands,Jump (For My Love),gorilla,pop,0.4
Sun Hands,Jump (For My Love),gorilla,dance,0.3333333333333333
Sun Hands,Jump (For My Love),gorilla,anthems,0.08333333333333333
Sun Hands,Jump (For My Love),gorilla,get,0.06896551724137931
Sun Hands,Jump (For My Love),manor,love,0.11764705882352941
Sun Hands,Jump (For My Love),manor,jump,0.1111111111111111
Sun Hands,Jump (For My Love),manor,party,0.125
Sun Hands,Jump (For My Love),manor,started,0
Sun Hands,Jump (For My Love),manor,essential,0.2857142857142857
Sun Hands,Jump (For My Love),manor,pop,0.3333333333333333
Sun Hands,Jump (For My Love),manor,dance,0.5555555555555556
Sun Hands,Jump (For My Love),manor,anthems,0.1111111111111111
Sun Hands,Jump (For My Love),manor,get,0.08695652173913043
Sun Hands,Streets On Lock,sun,streets,0.47058823529411764
Sun Hands,Streets On Lock,sun,lock,0.4444444444444444
Sun Hands,Streets On Lock,sun,jam,0.21052631578947367
Sun Hands,Streets On Lock,sun,beef,0.3076923076923077
Sun Hands,Streets On Lock,hands,streets,0.1111111111111111
