the first song,the second song,word1,word2,result
1,2,permanently,somebody,0
1,2,permanently,love,0
1,2,permanently,worlds,0
1,2,lonely,somebody,0
1,2,lonely,love,0
1,2,lonely,worlds,0
1,3,permanently,somebody,0
1,3,permanently,love,0
1,3,lonely,somebody,0
1,3,lonely,love,0
1,5,permanently,original,0
1,5,permanently,instrumental,0
1,5,permanently,mix,0
1,5,permanently,stuff,0
1,5,permanently,n,0
1,5,permanently,ghosts,0
1,5,permanently,stuff,0
1,5,permanently,n,0
1,5,permanently,ghosts,0
1,5,lonely,original,0
1,5,lonely,instrumental,0
1,5,lonely,mix,0
1,5,lonely,stuff,0
1,5,lonely,n,0
1,5,lonely,ghosts,0
1,5,lonely,stuff,0
1,5,lonely,n,0
1,5,lonely,ghosts,0
1,6,permanently,gone,0
1,6,permanently,crazy,0
1,6,permanently,dad,0
1,6,permanently,show,0
1,6,lonely,gone,0
1,6,lonely,crazy,0
1,6,lonely,dad,0
1,6,lonely,show,0
1,7,permanently,missing,0
1,7,permanently,love,0
1,7,lonely,missing,0
1,7,lonely,love,0
1,8,permanently,nada,0
1,8,permanently,ultimate,0
1,8,permanently,hits,0
1,8,permanently,latino,0
1,8,lonely,nada,0
1,8,lonely,ultimate,0
1,8,lonely,hits,0
1,8,lonely,latino,0
1,9,permanently,real,0
1,9,permanently,slim,0
1,9,permanently,shady,0
1,9,permanently,curtain,0
1,9,permanently,call,0
1,9,lonely,real,0
1,9,lonely,slim,0
1,9,lonely,shady,0
1,9,lonely,curtain,0
1,9,lonely,call,0
1,10,permanently,real,0
1,10,permanently,slim,0
1,10,permanently,shady,0
1,10,permanently,marshall,0
1,10,permanently,lp,0
1,10,lonely,real,0
1,10,lonely,slim,0
1,10,lonely,shady,0
1,10,lonely,marshall,0
1,10,lonely,lp,0
1,11,permanently,forgive,0
1,11,permanently,b,0
1,11,permanently,love,0
1,11,permanently,r,0
1,11,lonely,forgive,0
1,11,lonely,b,0
1,11,lonely,love,0
1,11,lonely,r,0
1,12,permanently,sex,0
1,12,lonely,sex,0
1,13,permanently,say,0
1,13,permanently,name,0
1,13,permanently,writing,0
1,13,permanently,wall,0
1,13,lonely,say,0
1,13,lonely,name,0
1,13,lonely,writing,0
1,13,lonely,wall,0
1,14,permanently,lose,0
1,14,permanently,curtain,0
1,14,permanently,call,0
1,14,lonely,lose,0
1,14,lonely,curtain,0
1,14,lonely,call,0
1,15,permanently,lose,0
1,15,permanently,curtain,0
1,15,permanently,call,0
1,15,lonely,lose,0
1,15,lonely,curtain,0
1,15,lonely,call,0
1,16,permanently,ho,0
1,16,permanently,fo,0
1,16,lonely,ho,0
1,16,lonely,fo,0
1,17,permanently,16,0
1,17,permanently,candles,0
1,17,lonely,16,0
1,17,lonely,candles,0
2,2,danger,somebody,0.2
2,2,danger,love,0.6153846153846154
2,2,danger,worlds,0.16666666666666666
2,2,bird,somebody,0.7058823529411765
2,2,bird,love,0.11764705882352941
2,2,bird,worlds,0.5
2,2,album,somebody,0.5333333333333333
2,2,album,love,0.13333333333333333
2,2,album,worlds,0.5714285714285714
2,2,version,somebody,0.16666666666666666
2,2,version,love,0.26666666666666666
2,2,version,worlds,0.14285714285714285
2,3,danger,somebody,0.2
2,3,danger,love,0.6153846153846154
2,3,bird,somebody,0.7058823529411765
2,3,bird,love,0.11764705882352941
2,3,album,somebody,0.5333333333333333
2,3,album,love,0.13333333333333333
2,3,version,somebody,0.16666666666666666
2,3,version,love,0.26666666666666666
2,5,danger,original,0.15384615384615385
2,5,danger,instrumental,0
2,5,danger,mix,0.14285714285714285
2,5,danger,stuff,0.3333333333333333
2,5,danger,n,0.3076923076923077
2,5,danger,ghosts,0.25
2,5,danger,stuff,0.3333333333333333
2,5,danger,n,0.3076923076923077
2,5,danger,ghosts,0.25
2,5,bird,original,0.47058823529411764
2,5,bird,instrumental,0
2,5,bird,mix,0.2222222222222222
2,5,bird,stuff,0.26666666666666666
2,5,bird,n,0.25
2,5,bird,ghosts,0.1
2,5,bird,stuff,0.26666666666666666
2,5,bird,n,0.25
2,5,bird,ghosts,0.1
2,5,album,original,0.6666666666666666
2,5,album,instrumental,0
2,5,album,mix,0.25
2,5,album,stuff,0.3076923076923077
2,5,album,n,0.2857142857142857
2,5,album,ghosts,0.1111111111111111
2,5,album,stuff,0.3076923076923077
2,5,album,n,0.2857142857142857
2,5,album,ghosts,0.1111111111111111
2,5,version,original,0.13333333333333333
2,5,version,instrumental,0
2,5,version,mix,0.125
2,5,version,stuff,0.2857142857142857
2,5,version,n,0.26666666666666666
2,5,version,ghosts,0.2222222222222222
2,5,version,stuff,0.2857142857142857
2,5,version,n,0.26666666666666666
2,5,version,ghosts,0.2222222222222222
2,6,danger,gone,0
2,6,danger,crazy,0.14285714285714285
2,6,danger,dad,0.11764705882352941
2,6,danger,show,0.26666666666666666
2,6,bird,gone,0
2,6,bird,crazy,0.5714285714285714
2,6,bird,dad,0.5
2,6,bird,show,0.10526315789473684
2,6,album,gone,0
2,6,album,crazy,0.42105263157894735
2,6,album,dad,0.36363636363636365
2,6,album,show,0.11764705882352941
2,6,version,gone,0
2,6,version,crazy,0.125
2,6,version,dad,0.10526315789473684
2,6,version,show,0.23529411764705882
2,7,danger,missing,0
2,7,danger,love,0.6153846153846154
2,7,bird,missing,0
2,7,bird,love,0.11764705882352941
2,7,album,missing,0
2,7,album,love,0.13333333333333333
2,7,version,missing,0
2,7,version,love,0.26666666666666666
2,8,danger,nada,0.36363636363636365
2,8,danger,ultimate,0.5454545454545454
2,8,danger,hits,0.26666666666666666
2,8,danger,latino,0.15384615384615385
2,8,bird,nada,0.13333333333333333
2,8,bird,ultimate,0.13333333333333333
2,8,bird,hits,0.10526315789473684
2,8,bird,latino,0.6
2,8,album,nada,0.15384615384615385
2,8,album,ultimate,0.15384615384615385
2,8,album,hits,0.11764705882352941
2,8,album,latino,0.4444444444444444
2,8,version,nada,0.3076923076923077
2,8,version,ultimate,0.3076923076923077
2,8,version,hits,0.23529411764705882
2,8,version,latino,0.13333333333333333
2,9,danger,real,0.3076923076923077
2,9,danger,slim,0
2,9,danger,shady,0
2,9,danger,curtain,0.14285714285714285
2,9,danger,call,0.125
2,9,bird,real,0.11764705882352941
2,9,bird,slim,0
2,9,bird,shady,0
2,9,bird,curtain,0.4444444444444444
2,9,bird,call,0.4
2,9,album,real,0.13333333333333333
2,9,album,slim,0
2,9,album,shady,0
2,9,album,curtain,0.75
2,9,album,call,0.7777777777777778
2,9,version,real,0.26666666666666666
2,9,version,slim,0
2,9,version,shady,0
2,9,version,curtain,0.125
2,9,version,call,0.1111111111111111
2,10,danger,real,0.3076923076923077
2,10,danger,slim,0
2,10,danger,shady,0
2,10,danger,marshall,0.14285714285714285
2,10,danger,lp,0.1111111111111111
2,10,bird,real,0.11764705882352941
2,10,bird,slim,0
2,10,bird,shady,0
2,10,bird,marshall,0.5714285714285714
2,10,bird,lp,0.36363636363636365
2,10,album,real,0.13333333333333333
2,10,album,slim,0
2,10,album,shady,0
2,10,album,marshall,0.42105263157894735
2,10,album,lp,0.6
2,10,version,real,0.26666666666666666
2,10,version,slim,0
2,10,version,shady,0
2,10,version,marshall,0.125
2,10,version,lp,0.1
2,11,danger,forgive,0
2,11,danger,b,0.125
2,11,danger,love,0.6153846153846154
2,11,danger,r,0.2857142857142857
2,11,bird,forgive,0
2,11,bird,b,0.6
2,11,bird,love,0.11764705882352941
2,11,bird,r,0.1111111111111111
2,11,album,forgive,0
2,11,album,b,0.4444444444444444
2,11,album,love,0.13333333333333333
2,11,album,r,0.125
2,11,version,forgive,0
2,11,version,b,0.1111111111111111
2,11,version,love,0.26666666666666666
2,11,version,r,0.25
2,12,danger,sex,0.16666666666666666
2,12,bird,sex,0.25
2,12,album,sex,0.2857142857142857
2,12,version,sex,0.14285714285714285
2,13,danger,say,0.5714285714285714
2,13,danger,name,0.3333333333333333
2,13,danger,writing,0.25
2,13,danger,wall,0.14285714285714285
2,13,bird,say,0.1111111111111111
2,13,bird,name,0.125
2,13,bird,writing,0.1
2,13,bird,wall,0.4444444444444444
2,13,album,say,0.125
2,13,album,name,0.14285714285714285
2,13,album,writing,0.1111111111111111
2,13,album,wall,0.625
2,13,version,say,0.25
2,13,version,name,0.2857142857142857
2,13,version,writing,0.2222222222222222
2,13,version,wall,0.125
2,14,danger,lose,0
2,14,danger,curtain,0.14285714285714285
2,14,danger,call,0.125
2,14,bird,lose,0
2,14,bird,curtain,0.4444444444444444
2,14,bird,call,0.4
2,14,album,lose,0
2,14,album,curtain,0.75
2,14,album,call,0.7777777777777778
2,14,version,lose,0
2,14,version,curtain,0.125
2,14,version,call,0.1111111111111111
2,15,danger,lose,0
2,15,danger,curtain,0.14285714285714285
2,15,danger,call,0.125
2,15,bird,lose,0
2,15,bird,curtain,0.4444444444444444
