the first song,the second song,word1,word2,result
1,2,sun,somebody,0.5333333333333333
1,2,sun,love,0.13333333333333333
1,2,sun,worlds,0.7142857142857143
1,2,hands,somebody,0.15384615384615385
1,2,hands,love,0.25
1,2,hands,worlds,0.13333333333333333
1,2,gorilla,somebody,0.5217391304347826
1,2,gorilla,love,0.08695652173913043
1,2,gorilla,worlds,0.36363636363636365
1,2,manor,somebody,0.47058823529411764
1,2,manor,love,0.11764705882352941
1,2,manor,worlds,0.5
1,3,sun,somebody,0.5333333333333333
1,3,sun,love,0.13333333333333333
1,3,hands,somebody,0.15384615384615385
1,3,hands,love,0.25
1,3,gorilla,somebody,0.5217391304347826
1,3,gorilla,love,0.08695652173913043
1,3,manor,somebody,0.47058823529411764
1,3,manor,love,0.11764705882352941
1,5,sun,original,0.5333333333333333
1,5,sun,instrumental,0
1,5,sun,mix,0.25
1,5,sun,stuff,0.3076923076923077
1,5,sun,n,0.2857142857142857
1,5,sun,ghosts,0.1111111111111111
1,5,sun,stuff,0.3076923076923077
1,5,sun,n,0.2857142857142857
1,5,sun,ghosts,0.1111111111111111
1,5,hands,original,0.125
1,5,hands,instrumental,0
1,5,hands,mix,0.11764705882352941
1,5,hands,stuff,0.26666666666666666
1,5,hands,n,0.25
1,5,hands,ghosts,0.3157894736842105
1,5,hands,stuff,0.26666666666666666
1,5,hands,n,0.25
1,5,hands,ghosts,0.3157894736842105
1,5,gorilla,original,0.34782608695652173
1,5,gorilla,instrumental,0
1,5,gorilla,mix,0.16666666666666666
1,5,gorilla,stuff,0.19047619047619047
1,5,gorilla,n,0.18181818181818182
1,5,gorilla,ghosts,0.07692307692307693
1,5,gorilla,stuff,0.19047619047619047
1,5,gorilla,n,0.18181818181818182
1,5,gorilla,ghosts,0.07692307692307693
1,5,manor,original,0.5882352941176471
1,5,manor,instrumental,0
1,5,manor,mix,0.2222222222222222
1,5,manor,stuff,0.26666666666666666
1,5,manor,n,0.25
1,5,manor,ghosts,0.1
1,5,manor,stuff,0.26666666666666666
1,5,manor,n,0.25
1,5,manor,ghosts,0.1
1,6,sun,gone,0
1,6,sun,crazy,0.42105263157894735
1,6,sun,dad,0.36363636363636365
1,6,sun,show,0.11764705882352941
1,6,hands,gone,0
1,6,hands,crazy,0.11764705882352941
1,6,hands,dad,0.1
1,6,hands,show,0.5263157894736842
1,6,gorilla,gone,0
1,6,gorilla,crazy,0.4444444444444444
1,6,gorilla,dad,0.4
1,6,gorilla,show,0.08
1,6,manor,gone,0
1,6,manor,crazy,0.38095238095238093
1,6,manor,dad,0.3333333333333333
1,6,manor,show,0.10526315789473684
1,7,sun,missing,0
1,7,sun,love,0.13333333333333333
1,7,hands,missing,0
1,7,hands,love,0.25
1,7,gorilla,missing,0
1,7,gorilla,love,0.08695652173913043
1,7,manor,missing,0
1,7,manor,love,0.11764705882352941
1,8,sun,nada,0.15384615384615385
1,8,sun,ultimate,0.15384615384615385
1,8,sun,hits,0.11764705882352941
1,8,sun,latino,0.4444444444444444
1,8,hands,nada,0.2857142857142857
1,8,hands,ultimate,0.2857142857142857
1,8,hands,hits,0.5263157894736842
1,8,hands,latino,0.125
1,8,gorilla,nada,0.09523809523809523
1,8,gorilla,ultimate,0.09523809523809523
1,8,gorilla,hits,0.08
1,8,gorilla,latino,0.46153846153846156
1,8,manor,nada,0.13333333333333333
1,8,manor,ultimate,0.13333333333333333
1,8,manor,hits,0.10526315789473684
1,8,manor,latino,0.4
1,9,sun,real,0.13333333333333333
1,9,sun,slim,0
1,9,sun,shady,0
1,9,sun,curtain,0.5
1,9,sun,call,0.4444444444444444
1,9,hands,real,0.25
1,9,hands,slim,0
1,9,hands,shady,0
1,9,hands,curtain,0.11764705882352941
1,9,hands,call,0.10526315789473684
1,9,gorilla,real,0.08695652173913043
1,9,gorilla,slim,0
1,9,gorilla,shady,0
1,9,gorilla,curtain,0.3333333333333333
1,9,gorilla,call,0.3076923076923077
1,9,manor,real,0.11764705882352941
1,9,manor,slim,0
1,9,manor,shady,0
1,9,manor,curtain,0.5555555555555556
1,9,manor,call,0.5
1,10,sun,real,0.13333333333333333
1,10,sun,slim,0
1,10,sun,shady,0
1,10,sun,marshall,0.42105263157894735
1,10,sun,lp,0.4
1,10,hands,real,0.25
1,10,hands,slim,0
1,10,hands,shady,0
1,10,hands,marshall,0.11764705882352941
1,10,hands,lp,0.09523809523809523
1,10,gorilla,real,0.08695652173913043
1,10,gorilla,slim,0
1,10,gorilla,shady,0
1,10,gorilla,marshall,0.4444444444444444
1,10,gorilla,lp,0.2857142857142857
1,10,manor,real,0.11764705882352941
1,10,manor,slim,0
1,10,manor,shady,0
1,10,manor,marshall,0.38095238095238093
1,10,manor,lp,0.45454545454545453
1,11,sun,forgive,0
1,11,sun,b,0.4444444444444444
1,11,sun,love,0.13333333333333333
1,11,sun,r,0.125
1,11,hands,forgive,0
1,11,hands,b,0.10526315789473684
1,11,hands,love,0.25
1,11,hands,r,0.23529411764705882
1,11,gorilla,forgive,0
1,11,gorilla,b,0.46153846153846156
1,11,gorilla,love,0.08695652173913043
1,11,gorilla,r,0.08333333333333333
1,11,manor,forgive,0
1,11,manor,b,0.4
1,11,manor,love,0.11764705882352941
1,11,manor,r,0.1111111111111111
1,12,sun,sex,0.2857142857142857
1,12,hands,sex,0.13333333333333333
1,12,gorilla,sex,0.18181818181818182
1,12,manor,sex,0.25
1,13,sun,say,0.125
1,13,sun,name,0.14285714285714285
1,13,sun,writing,0.1111111111111111
1,13,sun,wall,0.5
1,13,hands,say,0.23529411764705882
1,13,hands,name,0.26666666666666666
1,13,hands,writing,0.5
1,13,hands,wall,0.11764705882352941
1,13,gorilla,say,0.08333333333333333
1,13,gorilla,name,0.09090909090909091
1,13,gorilla,writing,0.07692307692307693
1,13,gorilla,wall,0.3333333333333333
1,13,manor,say,0.1111111111111111
